Dye_Name,Concentration,R_400,R_410,R_420,R_430,R_440,R_450,R_460,R_470,R_480,R_490,R_500,R_510,R_520,R_530,R_540,R_550,R_560,R_570,R_580,R_590,R_600,R_610,R_620,R_630,R_640,R_650,R_660,R_670,R_680,R_690,R_700
Suncron Black S-SFO 300% CORE_I,4.0,5.168128,4.104601,3.508535,3.137629,2.848868,2.723088,2.63667,2.597488,2.613036,2.639098,2.657653,2.709609,2.703701,2.647433,2.549482,2.417903,2.26501,2.129971,2.05757,2.037438,2.050096,2.073704,2.129547,2.208884,2.381921,2.7296,3.322994,4.679396,7.860003,11.785629,18.401848
Suncron Black S-SFO 300% CORE_I,6.0,3.653108,2.976746,2.639471,2.442609,2.274697,2.211761,2.160992,2.128566,2.137012,2.141009,2.129899,2.158283,2.141489,2.109868,2.073778,2.016626,1.931111,1.860472,1.831012,1.841149,1.859634,1.87308,1.906486,1.944828,2.024557,2.168817,2.469178,3.178371,5.159735,8.201084,13.650008
Suncron Black S-SFO 300% CORE_I,8.0,3.009555,2.532778,2.330028,2.206753,2.088054,2.052797,2.020134,1.993166,1.999549,1.996075,1.972865,1.984376,1.962886,1.94406,1.936508,1.905438,1.847574,1.803919,1.789159,1.804,1.823452,1.836076,1.866914,1.890047,1.930727,2.019934,2.180674,2.565833,3.860781,6.260395,10.775874
Suncron Black S-SFO 300% CORE_I,10.0,2.639552,2.314738,2.166354,2.083557,1.995607,1.971195,1.940355,1.911777,1.918265,1.913184,1.881428,1.887596,1.867731,1.854051,1.853896,1.834228,1.786796,1.756125,1.748308,1.767604,1.788274,1.801087,1.831627,1.853443,1.881156,1.933699,2.054852,2.32148,3.05546,4.987963,8.750129
Suncron Black S-SFO 300% CORE_I,12.0,2.471533,2.193887,2.082877,2.026851,1.950882,1.931266,1.903707,1.876185,1.880481,1.870746,1.839933,1.845301,1.82663,1.816152,1.819454,1.807243,1.765287,1.741862,1.735025,1.754551,1.777972,1.79429,1.82205,1.841326,1.862947,1.901741,1.979104,2.091906,2.703596,4.281512,7.527281
Suncron Black S-SFO 300% CORE_I,14.0,2.416305,2.196177,2.086408,2.036386,1.960377,1.943245,1.923403,1.90207,1.905339,1.891593,1.857326,1.85998,1.838587,1.827621,1.835178,1.823484,1.781794,1.756125,1.754824,1.777895,1.80335,1.819462,1.848767,1.86657,1.88318,1.914676,1.976562,2.058781,2.61403,3.921366,6.83901
Suncron Black S-SFO 300% CORE_I,16.0,2.34163,2.178876,2.084138,2.042407,1.971121,1.956221,1.932876,1.903813,1.900118,1.884644,1.850368,1.845798,1.814673,1.80194,1.814462,1.805244,1.763786,1.73936,1.734775,1.75681,1.778726,1.798821,1.831123,1.850666,1.867752,1.897176,1.945551,2.010879,2.453324,3.643502,6.305717
Suncron Black S-SFO 300% CORE_I,18.0,2.370929,2.19923,2.098009,2.063484,2.000354,1.981426,1.958056,1.934178,1.932931,1.914921,1.873725,1.870678,1.848052,1.839589,1.848905,1.838725,1.800052,1.777645,1.77738,1.805255,1.830739,1.848411,1.87876,1.901407,1.923645,1.94917,1.987747,2.068974,2.389861,3.586083,6.173357
Suncron Black S-SFO 300% CORE_I,20.0,2.413452,2.229506,2.138107,2.100367,2.033335,2.017112,1.995203,1.966286,1.960274,1.939243,1.896833,1.888093,1.857767,1.842581,1.85165,1.841724,1.803054,1.778646,1.776878,1.803247,1.827975,1.843628,1.87498,1.896358,1.912517,1.93725,1.97885,2.05445,2.350196,3.505595,5.992937
Suncron Black S-SFO 300%_I,1.0,14.423493,12.131181,10.536699,9.330519,8.47945,7.928415,7.744023,7.702048,7.799662,7.996361,8.245735,8.539197,8.62321,8.475628,8.00235,7.344288,6.583571,5.881025,5.454156,5.291057,5.290965,5.424068,5.660218,6.088333,6.922537,8.322249,10.78295,14.606068,21.399252,27.005222,35.693718
Suncron Black S-SFO 300%_I,2.0,8.681407,6.96829,5.9048,5.161707,4.641321,4.355252,4.195895,4.151008,4.202781,4.303881,4.418627,4.584478,4.61238,4.500279,4.240999,3.904682,3.535959,3.165936,2.965746,2.881194,2.888197,2.948104,3.074907,3.278158,3.69954,4.416446,5.87805,8.416913,13.488503,18.447037,26.34103
Suncron Black S-SFO 300%_I,3.0,6.082323,4.840356,4.085144,3.618038,3.285687,3.107402,2.978624,2.9339,2.963643,3.014826,3.063426,3.1585,3.163678,3.089252,2.94872,2.760977,2.547011,2.341301,2.228569,2.19553,2.208547,2.235616,2.305361,2.417916,2.662475,3.075277,3.954375,5.670312,9.458406,13.742676,20.815166
Suncron Black S-SFO 300%_I,4.0,4.737951,3.757169,3.240916,2.91621,2.684793,2.573785,2.489871,2.452133,2.469578,2.496226,2.512153,2.572533,2.565615,2.517713,2.430911,2.31913,2.178937,2.05358,1.988523,1.98195,1.997994,2.01213,2.054642,2.117033,2.265355,2.566663,3.081896,4.30593,7.231349,10.994191,17.380842
Suncron Black S-SFO 300%_I,5.0,3.89163,3.159953,2.786506,2.565673,2.377353,2.302611,2.239389,2.205029,2.216084,2.229731,2.224716,2.264745,2.252013,2.222098,2.176247,2.106075,2.005902,1.915724,1.870755,1.87629,1.897993,1.904665,1.936715,1.975174,2.072866,2.245006,2.646165,3.483836,5.755599,9.03011,14.778048
Suncron Black S-SFO 300%_I,6.0,3.392025,2.793374,2.520825,2.331563,2.206275,2.15717,2.103555,2.068661,2.075171,2.078369,2.063483,2.095051,2.079145,2.0546,2.030082,1.988683,1.911633,1.84592,1.815128,1.828855,1.847994,1.855086,1.881028,1.906769,1.972195,2.105739,2.387624,2.966523,4.722549,7.578453,12.743825
Suncron Black S-SFO 300%_I,7.0,3.035202,2.553826,2.34774,2.229438,2.118364,2.073348,2.025544,1.9955,2.001112,1.999462,1.975041,1.996519,1.979759,1.960382,1.949767,1.923992,1.861623,1.807641,1.784058,1.806268,1.828647,1.835958,1.858854,1.876226,1.921606,2.024564,2.221873,2.643903,4.030864,6.559499,11.269183
Suncron Black S-SFO 300%_I,8.0,2.784622,2.407704,2.224613,2.132331,2.036696,2.004244,1.968718,1.939261,1.941714,1.934203,1.90871,1.931826,1.910512,1.893332,1.894893,1.879532,1.825366,1.778618,1.759502,1.779664,1.800255,1.808778,1.834412,1.85048,1.885182,1.959116,2.094001,2.400537,3.499369,5.694606,9.908666
Suncron Black S-SFO 300%_I,9.0,2.609708,2.270746,2.12924,2.06659,1.990493,1.956346,1.922859,1.895962,1.89872,1.890035,1.860514,1.87609,1.852474,1.837001,1.842514,1.835822,1.790359,1.750597,1.735197,1.759586,1.784677,1.790154,1.812489,1.823723,1.851035,1.911426,2.041124,2.31797,3.073048,5.046321,8.853256
Suncron Black S-SFO 300%_I,10.0,2.514607,2.259291,2.133782,2.071106,1.999983,1.973809,1.937065,1.904671,1.906921,1.895246,1.862004,1.871612,1.849236,1.841488,1.849747,1.843315,1.799361,1.765608,1.74973,1.773139,1.79925,1.808274,1.82912,1.840635,1.868488,1.91726,2.014431,2.193357,2.877544,4.611311,8.108351
Suncron Black S-SFO 500%_I,1.0,11.182524,8.845381,7.517052,6.582809,5.902725,5.528877,5.350551,5.295129,5.354679,5.485696,5.645758,5.846323,5.895472,5.768209,5.420288,4.956857,4.433827,3.997333,3.743142,3.619675,3.626781,3.713822,3.883374,4.187829,4.726802,5.727001,7.614144,10.75172,16.681227,22.056152,30.567064
Suncron Black S-SFO 500%_I,2.0,6.649961,4.884949,4.08715,3.59972,3.26255,3.097895,2.97306,2.914293,2.933029,2.981019,3.028148,3.109826,3.119773,3.047076,2.903313,2.717634,2.522456,2.336797,2.242805,2.207248,2.215481,2.240754,2.310458,2.421477,2.663848,3.063781,3.93579,5.666656,9.522031,13.94875,21.279985
Suncron Black S-SFO 500%_I,3.0,4.827178,3.48192,2.973005,2.700107,2.481426,2.396956,2.324882,2.277059,2.281886,2.296058,2.302315,2.344099,2.342216,2.297684,2.237032,2.155122,2.050976,1.955187,1.912343,1.914246,1.927858,1.935554,1.973115,2.020391,2.136958,2.315899,2.775045,3.773885,6.335561,9.899885,16.129404
Suncron Black S-SFO 500%_I,4.0,4.130122,2.898002,2.591368,2.373044,2.228539,2.177172,2.118975,2.072521,2.074876,2.078674,2.064714,2.087435,2.0765,2.04864,2.023993,1.982138,1.914647,1.853357,1.832819,1.848769,1.86411,1.868435,1.895052,1.919739,1.983377,2.109788,2.405867,2.96067,4.733298,7.671241,13.04758
Suncron Black S-SFO 500%_I,5.0,3.533284,2.55334,2.317026,2.176958,2.061714,2.029977,1.984557,1.942862,1.941385,1.937925,1.915086,1.930375,1.916016,1.896601,1.890435,1.86883,1.820401,1.780513,1.769706,1.793405,1.810228,1.810688,1.834984,1.859144,1.901517,1.98176,2.131707,2.473602,3.696825,6.086658,10.672341
Suncron Black S-SFO 500%_I,6.0,3.476354,2.437268,2.21329,2.104756,2.019818,2.00074,1.961902,1.922258,1.918049,1.909876,1.881753,1.89224,1.876836,1.86192,1.865535,1.851708,1.814606,1.786562,1.780561,1.805034,1.824142,1.829177,1.855767,1.875624,1.905826,1.955648,2.07875,2.365394,3.14019,5.173367,9.175701
Suncron Black S-SFO 500%_I,7.0,3.222141,2.320687,2.170576,2.072075,1.989532,1.966714,1.929934,1.886326,1.88568,1.879071,1.849922,1.854355,1.834643,1.817691,1.828561,1.823255,1.790666,1.762113,1.760112,1.786326,1.808205,1.812207,1.835491,1.85382,1.886818,1.929028,2.00983,2.134531,2.790546,4.470267,7.936071
Suncron Black S-SFO 500%_I,8.0,3.184888,2.239157,2.122013,2.02774,1.94688,1.930923,1.898469,1.858685,1.850551,1.837748,1.809069,1.819982,1.806766,1.791304,1.798127,1.793291,1.759671,1.738672,1.741431,1.769388,1.791256,1.801316,1.828394,1.845707,1.872626,1.905705,1.966501,2.052677,2.638482,3.998227,7.096289
Suncron Black S-SFO 500%_I,9.0,3.076014,2.202837,2.085909,2.00494,1.938803,1.928655,1.895196,1.849639,1.84754,1.834493,1.806813,1.810448,1.791697,1.777231,1.787563,1.782212,1.750347,1.726321,1.728303,1.759276,1.783414,1.794731,1.820791,1.83582,1.857927,1.887451,1.94015,2.007569,2.49837,3.732051,6.598254
Suncron Black S-SFO 500%_I,10.0,3.017248,2.233062,2.096333,2.023687,1.966818,1.957892,1.920872,1.873762,1.862846,1.85027,1.818342,1.818728,1.796469,1.783513,1.798882,1.795558,1.764963,1.743965,1.747237,1.780765,1.804916,1.815247,1.842334,1.859905,1.884284,1.911282,1.954086,2.010356,2.48413,3.681666,6.474697
Suncron Black S-SH_I,1.0,13.472,11.4415,9.92025,8.71975,7.89375,7.37225,7.150251,7.10625,7.21375,7.37875,7.71575,8.0985,8.31425,8.344001,8.1545,7.554,6.8605,6.1965,5.77475,5.60775,5.59875,5.728,6.00075,6.45275,7.167,8.257499,10.13325,12.489501,18.367748,23.62425,31.76125
Suncron Black S-SH_I,2.0,7.8795,6.41425,5.43275,4.689,4.25675,3.96125,3.8225,3.78325,3.82875,3.92175,4.07125,4.253,4.375,4.38325,4.2665,3.95575,3.61625,3.27,3.08225,2.99475,2.995,3.05725,3.2145,3.42925,3.7835,4.33825,5.412,6.80625,10.91175,15.356249,22.463499
Suncron Black S-SH_I,3.0,5.622249,4.519,3.877,3.39075,3.12375,2.94175,2.8425,2.80875,2.83225,2.88275,2.95325,3.04975,3.118,3.11775,3.03875,2.87225,2.6735,2.4715,2.36375,2.3285,2.3345,2.36575,2.45075,2.57925,2.775,3.1285,3.73375,4.629,7.596,11.377499,17.622499
Suncron Black S-SH_I,4.0,4.2825,3.51575,3.07625,2.751,2.5665,2.43725,2.37075,2.346,2.3555,2.3825,2.41225,2.4625,2.49975,2.4965,2.44875,2.35875,2.2285,2.10075,2.03575,2.0225,2.03125,2.0555,2.115,2.1945,2.311,2.53425,2.91525,3.46075,5.58375,8.757,14.167501
Suncron Black S-SH_I,5.0,3.61,2.983,2.69775,2.458,2.33475,2.24925,2.20225,2.1725,2.17575,2.19625,2.208,2.23025,2.24675,2.241,2.20825,2.1595,2.06875,1.97975,1.93275,1.9335,1.9455,1.96275,2.0055,2.06,2.1365,2.2855,2.56625,2.84825,4.50625,7.137,11.889251
Suncron Black S-SH_I,6.0,3.238,2.704,2.50925,2.305,2.2035,2.137,2.09925,2.07275,2.07025,2.085,2.08425,2.09475,2.105,2.103,2.0845,2.057,1.98175,1.9145,1.8825,1.8925,1.9085,1.92325,1.95525,1.99475,2.051,2.1585,2.31775,2.59525,3.7035,6.005,10.215
Suncron Black S-SH_I,7.0,2.84675,2.43425,2.315,2.16175,2.0885,2.04,2.0065,1.98375,1.983,1.9895,1.97925,1.981,1.9835,1.9795,1.96825,1.961,1.90225,1.85,1.823,1.83325,1.84875,1.864,1.895,1.92625,1.9635,2.03475,2.13875,2.31,3.1815,5.09675,8.752749
Suncron Black S-SH_I,8.0,2.576,2.338,2.19125,2.06825,2.00925,1.968,1.942,1.9205,1.91975,1.922,1.90525,1.9005,1.90475,1.9035,1.89425,1.89525,1.84425,1.79875,1.7765,1.79,1.807,1.8225,1.85375,1.878,1.90325,1.95025,2.02775,2.2765,2.71325,4.41275,7.639
Suncron Black S-SH_I,9.0,2.51275,2.2625,2.1515,2.05,2.00075,1.9665,1.94225,1.919,1.91825,1.9205,1.902,1.895,1.89825,1.89475,1.887,1.891,1.845,1.805,1.7855,1.80175,1.8225,1.84,1.8675,1.89175,1.91475,1.951,2.00125,2.1015,2.59225,3.99075,6.857
Suncron Black S-SH_I,10.0,2.33125,2.15875,2.071,1.9795,1.9385,1.91075,1.89175,1.87125,1.86775,1.86475,1.8405,1.83,1.83375,1.835,1.83075,1.84075,1.7975,1.76025,1.744,1.7605,1.77775,1.7965,1.8275,1.851,1.87325,1.9045,1.9365,2.02475,2.3875,3.6005,6.15975
Suncron Black S-TRF_I,1.0,23.716522,21.678835,20.293697,19.102545,18.114237,17.468817,17.167818,17.082685,17.103024,17.139196,17.207769,17.123558,16.915026,16.495924,15.868226,15.131035,14.325795,13.45346,12.757921,12.383049,12.165757,12.026091,12.028982,12.250158,13.245007,15.256423,18.855341,24.082924,32.520454,38.549992,48.050369
Suncron Black S-TRF_I,2.0,16.316679,14.324579,13.142776,12.128887,11.378856,10.86066,10.611261,10.494062,10.495505,10.504007,10.519961,10.426708,10.273644,9.914933,9.439251,8.884493,8.290222,7.661106,7.197875,6.923757,6.786063,6.694211,6.721251,6.905606,7.564887,9.002342,11.746921,16.046925,23.551819,29.379362,38.560955
Suncron Black S-TRF_I,3.0,12.620851,10.743308,9.747586,8.909748,8.299083,7.885392,7.644583,7.536058,7.523888,7.513796,7.505855,7.422873,7.286353,6.994124,6.615217,6.205534,5.779011,5.296017,4.934922,4.742718,4.644652,4.583634,4.616287,4.753555,5.271975,6.278659,8.424915,11.962949,18.535793,24.089867,32.900028
Suncron Black S-TRF_I,4.0,10.194028,8.506564,7.656696,6.926598,6.393661,6.079645,5.867241,5.759399,5.742772,5.726071,5.700044,5.617716,5.475364,5.230084,4.927482,4.606662,4.269363,3.900181,3.660719,3.506333,3.438545,3.3952,3.42101,3.539908,3.898659,4.618859,6.255571,9.122526,14.781079,20.008411,28.389858
Suncron Black S-TRF_I,5.0,8.625004,7.1086,6.365854,5.753105,5.311796,5.05106,4.860164,4.75951,4.742961,4.726665,4.693256,4.622786,4.498247,4.293315,4.047799,3.791502,3.518315,3.235126,3.043412,2.930448,2.880246,2.851482,2.882996,2.977777,3.284413,3.799728,5.123673,7.545669,12.531298,17.498274,25.538088
Suncron Black S-TRF_I,6.0,7.582599,6.067723,5.397214,4.888292,4.502854,4.275407,4.102467,4.006833,3.987465,3.968859,3.933784,3.875713,3.765723,3.600658,3.412919,3.208058,2.988579,2.762209,2.609684,2.527328,2.497933,2.477612,2.507019,2.581246,2.810184,3.261325,4.293361,6.338584,10.755047,15.407591,23.071423
Suncron Black S-TRF_I,7.0,6.788976,5.364943,4.765249,4.32963,4.012702,3.825417,3.663788,3.572393,3.552961,3.529431,3.48496,3.430877,3.341763,3.20159,3.049987,2.889039,2.703569,2.517692,2.397106,2.336377,2.314867,2.298145,2.326499,2.383487,2.561042,2.926375,3.773752,5.533186,9.491706,13.922453,21.303938
Suncron Black S-TRF_I,8.0,6.179696,4.852862,4.322951,3.916706,3.633432,3.465274,3.313851,3.224792,3.20616,3.179289,3.13376,3.087789,3.007361,2.889417,2.764467,2.631911,2.476216,2.320013,2.220085,2.178513,2.164925,2.155381,2.181932,2.229534,2.37444,2.698346,3.352139,4.845558,8.361226,12.544851,19.589476
Suncron Black S-TRF_I,9.0,5.751325,4.413465,3.932194,3.623459,3.348916,3.195733,3.059191,2.974569,2.95533,2.930188,2.89095,2.852715,2.780329,2.677954,2.580488,2.473407,2.338998,2.207702,2.123756,2.097182,2.087552,2.076912,2.105217,2.14724,2.269365,2.560768,3.092841,4.397271,7.562778,11.511967,18.253017
Suncron Black S-TRF_I,10.0,5.314501,4.006233,3.600597,3.309212,3.065409,2.940286,2.818608,2.740658,2.723795,2.703346,2.660154,2.623405,2.556056,2.471262,2.394246,2.308866,2.192716,2.079274,2.006498,1.989835,1.988434,1.981736,2.009261,2.040891,2.141756,2.36061,2.841899,3.959874,6.801928,10.568059,17.07131
Suncron Black S-XFW ECO_I,1.0,14.396501,12.984,11.974499,11.1495,10.843,10.8595,11.203,11.706001,12.3865,12.439,12.2415,11.6625,11.078,10.3835,9.5655,8.7155,7.954,7.3535,7.0245,6.880499,6.809,6.851999,7.072499,7.728501,9.006999,11.073,14.1745,17.5825,23.509498,27.393502,33.490503
Suncron Black S-XFW ECO_I,2.0,8.287,7.201,6.5495,6.01,5.8355,5.813,6.021,6.3355,6.7415,6.817999,6.6625,6.258501,5.894,5.453,4.985,4.4995,4.1105,3.7645,3.5935,3.5185,3.494,3.5215,3.674,3.972,4.6795,5.886,7.904001,10.313999,14.97,18.486999,23.969001
Suncron Black S-XFW ECO_I,3.0,5.83,5.0025,4.5465,4.1815,4.055,4.04,4.187,4.374,4.6255,4.698,4.572,4.3015,4.0635,3.7605,3.488,3.181,2.933,2.718,2.618,2.5915,2.587,2.611,2.7125,2.9055,3.3175,4.0535,5.458,7.1705,10.9495,14.000499,18.878499
Suncron Black S-XFW ECO_I,4.0,4.666,3.9695,3.6405,3.384,3.2715,3.2535,3.3535,3.4795,3.6555,3.7085,3.606,3.4065,3.2365,3.0225,2.8355,2.6495,2.481,2.3385,2.2705,2.262,2.266,2.2825,2.3505,2.4925,2.7685,3.2595,4.2715,5.598,8.839501,11.570499,16.1185
Suncron Black S-XFW ECO_I,5.0,3.836,3.2835,3.071,2.851,2.767,2.7495,2.8205,2.9075,3.035,3.072,2.987,2.84,2.7165,2.562,2.4335,2.315,2.1915,2.0915,2.0485,2.0605,2.0725,2.087,2.1365,2.2365,2.4165,2.8005,3.508,4.523,7.186501,9.659,13.7555
Suncron Black S-XFW ECO_I,6.0,3.355,2.8475,2.722,2.5545,2.4875,2.4715,2.5155,2.5685,2.655,2.6835,2.611,2.493,2.3995,2.294,2.1985,2.1285,2.0405,1.968,1.935,1.947,1.958,1.974,2.0185,2.087,2.222,2.52,2.9795,3.7385,5.9605,8.106999,11.775
Suncron Black S-XFW ECO_I,7.0,3.1125,2.6895,2.597,2.452,2.394,2.3795,2.422,2.4745,2.568,2.608,2.56,2.4665,2.391,2.305,2.2255,2.1565,2.064,1.987,1.9525,1.9655,1.98,1.994,2.0295,2.0925,2.216,2.501,2.9455,3.6475,5.696,7.6865,11.1155
Suncron Black S-XFW ECO_I,8.0,2.969,2.62,2.498,2.373,2.3175,2.304,2.3545,2.408,2.4975,2.538,2.5025,2.4375,2.384,2.319,2.2445,2.1815,2.0905,2.0185,1.9845,1.9965,2.007,2.017,2.052,2.122,2.259,2.56,3.012,3.7325,5.739,7.767,11.1865
Suncron Black S-XFW ECO_I,9.0,2.7635,2.445,2.3665,2.2625,2.2275,2.216,2.2465,2.2875,2.375,2.4185,2.3905,2.328,2.283,2.2275,2.17,2.118,2.0345,1.967,1.9385,1.95,1.9605,1.969,2.0055,2.0685,2.1865,2.413,2.862,3.503,5.4195,7.322,10.614
Suncron Black S-XFW ECO_I,10.0,2.7675,2.4845,2.37,2.2635,2.2315,2.235,2.2825,2.3385,2.445,2.5105,2.4925,2.4435,2.405,2.353,2.2875,2.2305,2.141,2.068,2.0315,2.041,2.049,2.064,2.114,2.2,2.363,2.7155,3.246,4.0535,6.280499,8.3635,11.919501
Suncron Black SE-SF liq._I,2.0,12.93821,11.239633,10.19422,9.418407,8.886158,8.650147,8.544245,8.546871,8.619139,8.714433,8.81975,8.86799,8.787653,8.532223,8.125897,7.650736,7.087659,6.501016,6.06319,5.802067,5.689964,5.669333,5.744662,5.932684,6.447475,7.371846,9.31826,12.54812,18.610664,23.928326,32.274937
Suncron Black SE-SF liq._I,4.0,7.45401,6.26923,5.578046,5.093723,4.781261,4.641877,4.559822,4.548093,4.587727,4.638399,4.680957,4.706176,4.645165,4.486274,4.260368,3.991775,3.698148,3.377125,3.175073,3.042728,2.994109,2.986708,3.035405,3.137878,3.372829,3.834679,4.884722,6.876025,11.098944,15.620866,22.981234
Suncron Black SE-SF liq._I,6.0,5.226468,4.363604,3.877496,3.615864,3.380813,3.290565,3.234757,3.217739,3.243426,3.271449,3.278832,3.295268,3.247232,3.144107,3.008214,2.844665,2.660936,2.475541,2.36182,2.298738,2.28277,2.278104,2.311274,2.365904,2.506101,2.819385,3.370272,4.656465,7.687527,11.543395,18.038437
Suncron Black SE-SF liq._I,8.0,4.129161,3.503401,3.180681,2.965756,2.79215,2.735566,2.69401,2.67166,2.69258,2.704119,2.691197,2.698164,2.659113,2.590585,2.50855,2.411156,2.287019,2.169007,2.096666,2.064045,2.057383,2.058348,2.086952,2.123558,2.207159,2.369694,2.773694,3.612805,5.882911,9.16848,14.938137
Suncron Black SE-SF liq._I,10.0,3.451123,2.967078,2.737827,2.593405,2.454594,2.408905,2.3739,2.352325,2.363216,2.366105,2.348554,2.35682,2.323579,2.275426,2.227771,2.161046,2.070423,1.985588,1.939529,1.928751,1.932502,1.932738,1.956643,1.98219,2.038467,2.158671,2.45901,2.952364,4.642047,7.435676,12.534587
Suncron Black SE-SF liq._I,12.0,3.057265,2.672711,2.503538,2.397696,2.281943,2.249942,2.21933,2.198008,2.206116,2.202557,2.177854,2.186645,2.157929,2.123082,2.093495,2.047859,1.973379,1.913521,1.884143,1.884825,1.892299,1.892714,1.915559,1.936749,1.973722,2.057725,2.213211,2.599721,3.893024,6.305765,10.877394
Suncron Black SE-SF liq._I,14.0,2.745082,2.470445,2.314392,2.217793,2.124033,2.104953,2.083956,2.061613,2.068653,2.065068,2.03548,2.034881,2.005232,1.976224,1.962964,1.932673,1.875336,1.827691,1.805198,1.812785,1.823703,1.826007,1.851287,1.869095,1.893296,1.95475,2.067561,2.323009,3.281676,5.342469,9.367465
Suncron Black SE-SF liq._I,16.0,2.616734,2.372492,2.244282,2.176644,2.092801,2.077503,2.054538,2.032243,2.037333,2.026352,1.993985,1.990845,1.964879,1.94406,1.939254,1.91968,1.871084,1.832696,1.81422,1.822072,1.832497,1.838845,1.86515,1.881717,1.902148,1.944859,2.046718,2.272559,2.930068,4.753419,8.362046
Suncron Black SE-SF liq._I,18.0,2.48735,2.271741,2.162571,2.113415,2.045578,2.030837,2.006422,1.979228,1.981651,1.972995,1.942055,1.937852,1.910327,1.893445,1.893081,1.875205,1.831566,1.796162,1.782141,1.79396,1.809381,1.816694,1.842466,1.858239,1.878627,1.91493,1.993339,2.108977,2.706922,4.286895,7.559663
Suncron Black SE-SF liq._I,20.0,2.408007,2.235612,2.144413,2.107142,2.045578,2.025596,1.997696,1.969023,1.972206,1.959345,1.921928,1.921431,1.899366,1.882724,1.883097,1.869208,1.828565,1.794661,1.782642,1.795968,1.813904,1.822986,1.847759,1.861016,1.881662,1.915944,1.975291,2.051138,2.598164,3.91265,6.862142
Suncron Black SE-SM liq._I,2.0,12.93821,11.239633,10.19422,9.418407,8.886158,8.650147,8.544245,8.546871,8.619139,8.714433,8.81975,8.86799,8.787653,8.532223,8.125897,7.650736,7.087659,6.501016,6.06319,5.802067,5.689964,5.669333,5.744662,5.932684,6.447475,7.371846,9.31826,12.54812,18.610664,23.928326,32.274938
Suncron Black SE-SM liq._I,4.0,7.45401,6.26923,5.578046,5.093723,4.781261,4.641877,4.559822,4.548093,4.587727,4.638399,4.680957,4.706176,4.645165,4.486274,4.260368,3.991775,3.698148,3.377125,3.175073,3.042728,2.994109,2.986708,3.035405,3.137878,3.372829,3.834679,4.884722,6.876025,11.098944,15.620866,22.981234
Suncron Black SE-SM liq._I,6.0,5.226468,4.363604,3.877496,3.615864,3.380813,3.290565,3.234757,3.217739,3.243426,3.271449,3.278832,3.295268,3.247232,3.144107,3.008214,2.844665,2.660936,2.475541,2.36182,2.298738,2.28277,2.278104,2.311274,2.365904,2.506101,2.819385,3.370272,4.656465,7.687527,11.543395,18.038437
Suncron Black SE-SM liq._I,8.0,4.129161,3.503401,3.180681,2.965756,2.79215,2.735566,2.69401,2.67166,2.69258,2.704119,2.691197,2.698164,2.659113,2.590585,2.50855,2.411156,2.287019,2.169007,2.096666,2.064045,2.057383,2.058348,2.086952,2.123558,2.207159,2.369694,2.773694,3.612805,5.882911,9.16848,14.938137
Suncron Black SE-SM liq._I,10.0,3.451123,2.967078,2.737827,2.593405,2.454594,2.408905,2.3739,2.352325,2.363216,2.366105,2.348554,2.35682,2.323579,2.275426,2.227771,2.161046,2.070423,1.985588,1.939529,1.928751,1.932502,1.932738,1.956643,1.98219,2.038467,2.158671,2.45901,2.952364,4.642047,7.435676,12.534587
Suncron Black SE-SM liq._I,12.0,3.057265,2.672711,2.503538,2.397696,2.281943,2.249942,2.21933,2.198008,2.206116,2.202557,2.177854,2.186645,2.157929,2.123082,2.093495,2.047859,1.973379,1.913521,1.884143,1.884825,1.892299,1.892714,1.915559,1.936749,1.973722,2.057725,2.213211,2.599721,3.893024,6.305765,10.877394
Suncron Black SE-SM liq._I,14.0,2.745082,2.470445,2.314392,2.217793,2.124033,2.104953,2.083956,2.061613,2.068653,2.065068,2.03548,2.034881,2.005232,1.976224,1.962964,1.932673,1.875336,1.827691,1.805198,1.812785,1.823703,1.826007,1.851287,1.869095,1.893296,1.95475,2.067561,2.323009,3.281676,5.342469,9.367465
Suncron Black SE-SM liq._I,16.0,2.616734,2.372492,2.244282,2.176644,2.092801,2.077503,2.054538,2.032243,2.037333,2.026352,1.993985,1.990845,1.964879,1.94406,1.939254,1.91968,1.871084,1.832696,1.81422,1.822072,1.832497,1.838845,1.86515,1.881717,1.902148,1.944859,2.046718,2.272559,2.930068,4.753419,8.362046
Suncron Black SE-SM liq._I,18.0,2.48735,2.271741,2.162571,2.113415,2.045578,2.030837,2.006422,1.979228,1.981651,1.972995,1.942055,1.937852,1.910327,1.893445,1.893081,1.875205,1.831566,1.796162,1.782141,1.79396,1.809381,1.816694,1.842466,1.858239,1.878627,1.91493,1.993339,2.108977,2.706922,4.286895,7.559663
Suncron Black SE-SM liq._I,20.0,2.408007,2.235612,2.144413,2.107142,2.045578,2.025596,1.997696,1.969023,1.972206,1.959345,1.921928,1.921431,1.899366,1.882724,1.883097,1.869208,1.828565,1.794661,1.782642,1.795968,1.813904,1.822986,1.847759,1.861016,1.881662,1.915944,1.975291,2.051138,2.598164,3.91265,6.862142
Suncron Black SR liq._I,2.0,14.25025,12.17325,10.56475,9.30175,8.432,7.889999,7.67225,7.633249,7.744,7.91375,8.255249,8.614001,8.782001,8.731499,8.471499,7.8375,7.117499,6.4455,6.05825,5.957501,6.05775,6.320751,6.8065,7.4735,8.66825,10.60025,13.719749,17.45825,25.41725,31.356999,40.391749
